time_secs,scrolling,mouse_clicks,e_legend_clicks,e_map_clicks,map_clicks,general_clicks,close_top_clicks,close_bottom_clicks,go_clicks,map_zoom,mouse_mov,key_presses,priority,order,user
5,0,0.2,0,1,0,0,0,0,0,0,38,0,1,1,1
10,0,0.2,0,0.5,0,0,0,0.5,0,0,31.1,0,1,1,1
15,0,0.2,0,0.6666666666666666,0,0,0,0.3333333333333333,0,0,30.466666666666665,0,1,1,1
20,0,0.15,0,0.6666666666666666,0,0,0,0.3333333333333333,0,0,29.25,0,1,1,1
25,0,0.2,0,0.6,0,0,0,0.4,0,0,26.96,0,1,1,1
30,0,0.2,0,0.5,0,0,0,0.5,0,0,26.3,0,1,1,1
35,0,0.2,0,0.5714285714285714,0,0,0,0.42857142857142855,0,0,25.857142857142858,0,1,1,1
40,0,0.2,0,0.5,0,0,0,0.5,0,0,24.825,0,1,1,1
45,0,0.2,0,0.5555555555555556,0,0,0,0.4444444444444444,0,0,25.933333333333334,0,1,1,1
50,0,0.2,0,0.5,0,0,0,0.5,0,0,25.98,0,1,1,1
55,0,0.2,0,0.5454545454545454,0,0,0,0.45454545454545453,0,0,28.09090909090909,0,1,1,1
60,0,0.2,0,0.5,0,0,0,0.4166666666666667,0.08333333333333333,0,27.3,0,1,1,1
65,0,0.2,0,0.5384615384615384,0,0,0,0.38461538461538464,0.07692307692307693,0,27.43076923076923,0,1,1,1
70,0,0.2,0,0.5,0,0,0,0.42857142857142855,0.07142857142857142,0,27.485714285714284,0,1,1,1
75,0,0.18666666666666668,0,0.5,0,0,0,0.42857142857142855,0.07142857142857142,0,27.213333333333335,0,1,1,1
