time_secs,scrolling,mouse_clicks,e_legend_clicks,e_map_clicks,map_clicks,general_clicks,close_top_clicks,close_bottom_clicks,go_clicks,map_zoom,mouse_mov,key_presses,priority,order,user
5,2.4,0,0,0,0,0,0,0,0,0,0,0,1,1,0
10,7.9,0,0,0,0,0,0,0,0,0,0,0,1,1,0
15,5.266666666666667,0.2,0.6666666666666666,0,0,0,0,0,0.3333333333333333,0,16.4,0,0,0,0
20,3.95,0.3,0.5,0,0,0,0.16666666666666666,0,0.3333333333333333,0,23.4,0,0,0,0
25,3.16,0.48,0.3333333333333333,0.08333333333333333,0.16666666666666666,0,0.25,0,0.16666666666666666,0,32.56,0,0,0,0
30,2.6333333333333333,0.6,0.2222222222222222,0.05555555555555555,0.4444444444444444,0,0.16666666666666666,0,0.1111111111111111,0,40.4,0.3,0,0,0
35,2.257142857142857,0.5142857142857142,0.2222222222222222,0.05555555555555555,0.4444444444444444,0,0.16666666666666666,0,0.1111111111111111,2.5714285714285716,34.628571428571426,0.8285714285714286,0,0,0
40,1.975,0.45,0.2222222222222222,0.05555555555555555,0.4444444444444444,0,0.16666666666666666,0,0.1111111111111111,9.325,30.3,0.725,0,0,0
45,1.7555555555555555,0.4,0.2222222222222222,0.05555555555555555,0.4444444444444444,0,0.16666666666666666,0,0.1111111111111111,8.28888888888889,28.288888888888888,0.6444444444444445,0,0,0
50,1.58,0.36,0.2222222222222222,0.05555555555555555,0.4444444444444444,0,0.16666666666666666,0,0.1111111111111111,7.46,25.46,0.58,0,0,0
