time_secs,scrolling,mouse_clicks,e_legend_clicks,e_map_clicks,map_clicks,general_clicks,close_top_clicks,close_bottom_clicks,go_clicks,map_zoom,mouse_mov,key_presses,priority,order,user
5,0,0.4,0.5,0,0,0,0.5,0,0,0,40,0,1,1,0
10,0,0.5,0.6,0,0,0,0.4,0,0,0,36,0,1,1,0
15,0,0.4,0.5,0,0,0,0.5,0,0,0,32.333333333333336,0,1,1,0
20,0,0.5,0.5,0,0,0,0.5,0,0,0,42.6,0,1,1,0
25,0,0.6,0.3333333333333333,0.2,0,0,0.3333333333333333,0.13333333333333333,0,0,51.6,0,1,1,0
30,0,0.6666666666666666,0.25,0.25,0,0,0.25,0.25,0,0,56.833333333333336,0,1,1,0
35,0,0.6285714285714286,0.22727272727272727,0.22727272727272727,0.09090909090909091,0,0.22727272727272727,0.22727272727272727,0,1.7142857142857142,56.114285714285714,0,1,1,0
40,0,0.7,0.17857142857142858,0.17857142857142858,0.2857142857142857,0,0.17857142857142858,0.17857142857142858,0,1.5,59.925,0,1,1,0
45,0.3111111111111111,0.6222222222222222,0.17857142857142858,0.17857142857142858,0.2857142857142857,0,0.17857142857142858,0.17857142857142858,0,1.7333333333333334,55.68888888888889,0,1,1,0
