time_secs,scrolling,mouse_clicks,e_legend_clicks,e_map_clicks,map_clicks,general_clicks,close_top_clicks,close_bottom_clicks,go_clicks,map_zoom,mouse_mov,key_presses,priority,order,user
5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
35,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
40,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
45,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
