time_secs,scrolling,mouse_clicks,e_legend_clicks,e_map_clicks,map_clicks,general_clicks,close_top_clicks,close_bottom_clicks,go_clicks,map_zoom,mouse_mov,key_presses,priority,order,user
5,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0
10,0,0.1,0.1,0,0,0,0,0,0,0,11.2,0,1,1,0
15,0,0.006666666666666667,0.006666666666666667,0,0,0,0,0,0,0,0.7466666666666666,0,1,1,0
20,0,0.0003333333333333334,0.0003333333333333334,0,0,0,0,0,0,0,0.03733333333333333,0,1,1,0
25,0,0.04001333333333333,0.000013333333333333335,0,0,0,0,0.04,0,0,2.7214933333333335,0,1,1,0
30,0,0.06800044444444445,0.03333377777777778,0,0,0,0,0.0013333333333333333,0.03333333333333333,0,4.6240497777777785,0,0,0,0
35,0,0.0019428698412698414,0.0009523936507936509,0,0,0,0,0.00003809523809523809,0.0009523809523809524,0,0.13211570793650795,0,0,0,0
40,0,0.025048571746031745,0.000023809841269841274,0,0.025,0,0,9.523809523809523e-7,0.00002380952380952381,0,2.078302892698413,0,0,0,0
45,0,0.0005566349276895944,5.291075837742505e-7,0,0.0005555555555555556,0,0,2.1164021164021164e-8,5.291005291005291e-7,0,1.2017400642821872,0,0,0,0
50,0.28,0.000011132698553791888,1.058215167548501e-8,0,0.000011111111111111112,0,0,4.232804232804233e-10,1.0582010582010582e-8,0,0.42403480128564375,0,0,0,0
